machine_id,ville,type_machine,risque,temperature_C,vibration,pression_bar,age_ans,production_jour,panne,production_par_age,ecart_temperature_type,risque_ordinal
M0233,Cotonou,Compresseur,Moyen,72.9,4.03,6.5,17,24538.0,0,1363.2222222222222,1.8188118811881253,1
M0234,Abomey-Calavi,Compresseur,Moyen,58.7,5.02,6.19,10,20174.0,0,1834.0,-12.381188118811878,1
M0235,Parakou,Moteur,Élevé,70.2,3.49,6.98,12,24001.0,0,1846.2307692307693,-1.2826446280991632,2
M0236,Porto-Novo,Moteur,Moyen,79.3,2.51,6.7,10,25770.0,0,2342.7272727272725,7.817355371900831,1
M0237,Cotonou,Compresseur,Faible,71.1,3.68,7.23,17,43800.0,0,2433.3333333333335,0.018811881188113944,0
M0238,Parakou,Compresseur,Moyen,77.1,2.18,7.15,12,32675.0,0,2513.4615384615386,6.018811881188114,1
M0239,Abomey-Calavi,Pompe,Faible,63.2,4.29,7.11,14,21323.0,0,1421.5333333333333,-7.834946236559134,0
M0240,Cotonou,Compresseur,Moyen,70.8,7.03,7.51,15,26454.0,0,1653.375,-0.2811881188118832,1
M0241,Cotonou,Compresseur,Faible,51.0,2.24,6.29,6,25613.0,0,3659.0,-20.08118811881188,0
M0242,Parakou,Compresseur,Moyen,62.3,3.49,7.54,11,22095.0,0,1841.25,-8.781188118811883,1
M0243,Parakou,Compresseur,Élevé,65.5,1.76,6.69,17,23636.0,0,1313.111111111111,-5.58118811881188,2
M0244,Parakou,Moteur,Élevé,70.6,12.881614488633074,6.38,2,22958.0,0,7652.666666666667,-0.8826446280991718,2
M0245,Cotonou,Moteur,Moyen,70.6,4.06,7.41,16,27392.0,0,1611.2941176470588,-0.8826446280991718,1
M0246,Abomey-Calavi,Pompe,Moyen,55.8,3.13,7.23,8,32236.0,0,3581.777777777778,-15.23494623655914,1
M0247,Porto-Novo,Inconnu,Faible,67.5,1.11,7.52,7,17451.0,0,2181.375,0.3916666666666657,0
M0248,Parakou,Pompe,Moyen,64.9,3.71,7.64,2,20177.0,0,6725.666666666667,-6.134946236559131,1
M0249,Cotonou,Pompe,Élevé,82.9,16.166029787488917,6.77,11,21503.0,0,1791.9166666666667,11.86505376344087,2
M0250,Cotonou,Pompe,Moyen,77.3,5.17,7.42,13,29852.0,0,2132.285714285714,6.265053763440861,1
M0251,Cotonou,Pompe,Faible,68.1,4.04,6.24,9,17658.0,0,1765.8,-2.934946236559142,0
M0252,Cotonou,Compresseur,Faible,77.0,1.32,7.0,5,19043.0,0,3173.8333333333335,5.91881188118812,0
M0253,Abomey-Calavi,Pompe,Moyen,80.0,4.53,6.76,8,28819.0,0,3202.1111111111113,8.965053763440864,1
M0254,Porto-Novo,Compresseur,Moyen,65.8,2.87,6.42,1,17589.0,0,8794.5,-5.281188118811883,1
M0255,Parakou,Pompe,Faible,78.5,3.49,6.05,7,11687.0,0,1460.875,7.465053763440864,0
M0256,Parakou,Pompe,Élevé,75.3,3.18,7.14,4,30256.0,0,6051.2,4.265053763440861,2
M0257,Parakou,Compresseur,Faible,76.9,3.46,5.96,8,20973.0,0,2330.3333333333335,5.818811881188125,0
M0258,Porto-Novo,Moteur,Moyen,58.1,3.69,6.61,1,27765.0,0,13882.5,-13.382644628099165,1
M0259,Cotonou,Pompe,Élevé,70.5,2.23,7.83,7,18812.0,0,2351.5,-0.5349462365591364,2
M0260,Porto-Novo,Pompe,Élevé,52.9,2.7,7.82,1,13994.0,0,6997.0,-18.134946236559138,2
M0261,Cotonou,Moteur,Élevé,73.6,3.31,7.2,10,13636.0,0,1239.6363636363637,2.1173553719008282,2
M0262,Cotonou,Moteur,Moyen,65.1,3.73,6.73,12,38540.0,0,2964.6153846153848,-6.382644628099172,1
M0263,Abomey-Calavi,Moteur,Moyen,81.5,3.87,7.83,5,38237.0,0,6372.833333333333,10.017355371900834,1
M0264,Porto-Novo,Pompe,Moyen,82.3,1.68,6.84,16,34024.0,0,2001.4117647058824,11.26505376344086,1
M0265,Porto-Novo,Compresseur,Faible,58.2,4.61,7.05,12,36967.0,0,2843.6153846153848,-12.881188118811878,0
M0266,Porto-Novo,Compresseur,Faible,70.6,1.58,7.29,14,22479.0,0,1498.6,-0.48118811881188606,0
M0267,Porto-Novo,Moteur,Élevé,67.9,3.76,6.33,12,25964.0,0,1997.2307692307693,-3.5826446280991604,2
M0268,Cotonou,Pompe,Moyen,79.0,3.28,5.98,15,9913.0,0,619.5625,7.965053763440864,1
M0269,Porto-Novo,Compresseur,Élevé,72.6,3.4400000000000004,5.81,15,22705.0,0,1419.0625,1.518811881188114,2
M0270,Porto-Novo,Moteur,Faible,68.8,2.27,6.07,4,29012.0,0,5802.4,-2.682644628099169,0
M0271,Parakou,Pompe,Faible,69.6,3.49,6.21,13,23132.0,0,1652.2857142857142,-1.434946236559142,0
M0272,Cotonou,Moteur,Faible,67.8,3.67,6.64,16,39580.0,0,2328.235294117647,-3.682644628099169,0
M0273,Cotonou,Compresseur,Faible,116.0,3.05,7.27,1,17691.0,0,8845.5,44.91881188118812,0
M0274,Parakou,Compresseur,Élevé,72.2,3.49,6.7,5,25656.0,0,4276.0,1.1188118811881225,2
M0275,Parakou,Moteur,Faible,63.8,3.49,6.46,16,19405.0,0,1141.4705882352941,-7.682644628099169,0
M0276,Cotonou,Compresseur,Faible,76.7,2.95,7.22,14,21150.0,0,1410.0,5.6188118811881225,0
M0277,Abomey-Calavi,Compresseur,Moyen,67.8,4.43,6.29,1,19026.0,0,9513.0,-3.281188118811883,1
M0278,Parakou,Moteur,Moyen,75.6,8.2,7.51,14,23402.0,0,1560.1333333333334,4.117355371900828,1
M0279,Cotonou,Moteur,Faible,65.6,2.82,6.98,9,11893.0,0,1189.3,-5.882644628099172,0
M0280,Abomey-Calavi,Pompe,Moyen,74.3,2.99,7.67,17,28979.0,0,1609.9444444444443,3.2650537634408607,1
M0281,Parakou,Compresseur,Faible,64.4,4.03,7.15,10,22117.0,0,2010.6363636363637,-6.681188118811875,0
M0282,Cotonou,Moteur,Faible,65.4,2.42,7.01,1,17326.0,0,8663.0,-6.08264462809916,0
M0283,Cotonou,Compresseur,Élevé,74.1,4.5,6.98,4,53969.581963599965,0,10793.916392719993,3.018811881188114,2
M0284,Abomey-Calavi,Pompe,Élevé,78.4,3.36,7.19,15,24133.0,0,1508.3125,7.365053763440869,2
M0285,Abomey-Calavi,Compresseur,Faible,72.9,5.77,6.98,3,20155.0,0,5038.75,1.8188118811881253,0
M0286,Cotonou,Pompe,Faible,71.1,2.06,7.08,10,22799.0,0,2072.6363636363635,0.06505376344085789,0
M0287,Cotonou,Moteur,Faible,92.0,3.57,7.44,6,19576.0,0,2796.5714285714284,20.517355371900834,0
M0288,Abomey-Calavi,Moteur,Moyen,70.9,2.22,6.98,11,30179.0,0,2514.9166666666665,-0.5826446280991604,1
M0289,Parakou,Pompe,Faible,51.8,3.94,7.64,3,31684.0,0,7921.0,-19.23494623655914,0
M0290,Porto-Novo,Pompe,Faible,76.3,2.55,6.68,1,18445.0,0,9222.5,5.265053763440861,0
M0291,Cotonou,Compresseur,Faible,70.6,1.83,8.13,6,34305.0,0,4900.714285714285,-0.48118811881188606,0
M0292,Parakou,Pompe,Faible,60.1,3.49,6.5,6,27846.0,0,3978.0,-10.934946236559135,0
M0293,Porto-Novo,Pompe,Faible,79.8,2.56,6.94,7,23890.0,0,2986.25,8.76505376344086,0
M0294,Parakou,Pompe,Faible,78.3,3.56,6.98,6,28606.0,0,4086.5714285714284,7.265053763440861,0
M0295,Parakou,Pompe,Faible,68.8,2.2,7.55,6,20282.0,0,2897.4285714285716,-2.2349462365591393,0
M0296,Parakou,Pompe,Faible,67.8,4.25,6.49,8,27022.0,0,3002.4444444444443,-3.2349462365591393,0
M0297,Parakou,Moteur,Moyen,71.6,3.14,7.56,3,23450.0,0,5862.5,0.11735537190082823,1
M0298,Abomey-Calavi,Compresseur,Faible,79.7,3.16,6.95,16,31470.0,0,1851.1764705882354,8.618811881188122,0
M0299,Parakou,Moteur,Moyen,64.5,3.49,6.4,14,20816.0,0,1387.7333333333333,-6.982644628099166,1
M0300,Porto-Novo,Pompe,Faible,82.2,3.48,7.87,13,24678.0,0,1762.7142857142858,11.165053763440866,0
M0301,Abomey-Calavi,Compresseur,Faible,73.8,5.62,7.1,1,28579.0,0,14289.5,2.718811881188117,0
M0302,Parakou,Moteur,Moyen,75.1,2.3,8.16,8,29701.0,0,3300.1111111111113,3.6173553719008282,1
M0303,Porto-Novo,Pompe,Faible,70.6,3.45,6.91,12,14255.0,0,1096.5384615384614,-0.4349462365591421,0
M0304,Cotonou,Pompe,Moyen,69.9,3.7,7.09,4,35648.0,0,7129.6,-1.1349462365591307,1
M0305,Cotonou,Compresseur,Faible,77.0,4.03,7.63,12,21820.0,0,1678.4615384615386,5.91881188118812,0
M0306,Abomey-Calavi,Inconnu,Moyen,72.3,2.77,6.62,6,20330.0,0,2904.285714285714,5.191666666666663,1
M0307,Parakou,Pompe,Moyen,48.7,0.59,6.99,12,25821.0,0,1986.2307692307693,-22.334946236559134,1
M0308,Parakou,Pompe,Moyen,70.6,4.33,5.91,16,13416.0,0,789.1764705882352,-0.4349462365591421,1
M0309,Porto-Novo,Compresseur,Faible,72.1,4.29,7.53,5,14865.0,0,2477.5,1.018811881188114,0
M0310,Parakou,Pompe,Moyen,70.5,4.66,7.78,12,20602.0,0,1584.7692307692307,-0.5349462365591364,1
M0311,Abomey-Calavi,Moteur,Moyen,81.3,4.21,7.62,3,14472.0,0,3618.0,9.817355371900831,1
M0312,Cotonou,Moteur,Faible,67.7,2.18,7.07,15,33615.0,0,2100.9375,-3.7826446280991632,0
M0313,Porto-Novo,Moteur,Faible,75.5,5.23,6.33,12,23064.0,0,1774.1538461538462,4.017355371900834,0
M0314,Parakou,Moteur,Moyen,74.2,3.15,7.86,9,23619.0,0,2361.9,2.7173553719008368,1
M0315,Cotonou,Pompe,Faible,75.0,4.11,6.66,7,25326.0,0,3165.75,3.9650537634408636,0
M0316,Cotonou,Compresseur,Élevé,58.1,6.17,6.93,12,29184.0,0,2244.923076923077,-12.981188118811879,2
M0317,Cotonou,Pompe,Moyen,67.9,5.13,7.89,6,28681.0,0,4097.285714285715,-3.1349462365591307,1
M0318,Cotonou,Compresseur,Moyen,67.7,2.57,7.38,7,19920.0,0,2490.0,-3.3811881188118775,1
M0319,Porto-Novo,Moteur,Faible,83.9,13.817216044833028,7.41,2,32308.0,0,10769.333333333334,12.41735537190084,0
M0320,Cotonou,Pompe,Moyen,68.7,5.43,8.25,8,31489.0,0,3498.777777777778,-2.3349462365591336,1
M0321,Parakou,Pompe,Moyen,76.2,3.49,6.86,7,38255.0,0,4781.875,5.165053763440866,1
M0322,Parakou,Pompe,Moyen,73.2,3.49,7.53,16,25699.0,0,1511.7058823529412,2.1650537634408664,1
M0323,Parakou,Compresseur,Moyen,60.4,3.49,6.35,2,24450.0,0,8150.0,-10.681188118811882,1
M0324,Cotonou,Pompe,Faible,62.4,2.5,6.87,14,21300.0,0,1420.0,-8.634946236559138,0
M0325,Abomey-Calavi,Moteur,Faible,73.2,3.17,6.89,14,16155.0,0,1077.0,1.7173553719008368,0
M0326,Parakou,Moteur,Faible,76.9,3.49,7.04,2,23021.0,0,7673.666666666667,5.41735537190084,0
M0327,Cotonou,Compresseur,Élevé,70.6,5.19,7.01,5,15432.0,0,2572.0,-0.48118811881188606,2
M0328,Abomey-Calavi,Inconnu,Faible,69.1,5.01,6.02,1,22849.0,0,11424.5,1.99166666666666,0
M0329,Parakou,Moteur,Faible,61.1,3.49,6.98,3,33699.0,0,8424.75,-10.382644628099165,0
M0330,Abomey-Calavi,Pompe,Moyen,70.5,2.96,7.3,10,31569.0,0,2869.909090909091,-0.5349462365591364,1
M0331,Cotonou,Pompe,Faible,60.3,2.42,6.19,7,35207.0,0,4400.875,-10.73494623655914,0
M0332,Abomey-Calavi,Pompe,Moyen,81.6,2.67,7.54,13,15027.0,0,1073.357142857143,10.565053763440858,1
M0333,Cotonou,Compresseur,Moyen,68.4,4.21,7.72,7,30716.0,0,3839.5,-2.6811881188118747,1
M0334,Cotonou,Compresseur,Faible,70.6,3.42,6.08,5,26717.0,0,4452.833333333333,-0.48118811881188606,0
M0335,Cotonou,Pompe,Faible,85.4,2.12,6.15,3,26411.0,0,6602.75,14.36505376344087,0
M0336,Porto-Novo,Compresseur,Faible,74.2,5.42,6.98,6,31001.0,0,4428.714285714285,3.1188118811881225,0
M0337,Porto-Novo,Pompe,Élevé,60.9,2.61,7.47,5,26186.0,0,4364.333333333333,-10.134946236559138,2
M0338,Cotonou,Pompe,Faible,74.4,2.12,6.54,11,25862.0,0,2155.1666666666665,3.3650537634408693,0
M0339,Cotonou,Pompe,Faible,65.7,2.86,6.59,6,19066.0,0,2723.714285714286,-5.334946236559134,0
M0340,Cotonou,Moteur,Faible,61.1,5.82,6.7,5,113005.63123644351,0,18834.271872740585,-10.382644628099165,0
M0341,Cotonou,Moteur,Moyen,64.2,4.49,7.08,4,22522.0,0,4504.4,-7.282644628099163,1
M0342,Cotonou,Pompe,Faible,59.7,2.71,6.21,11,30338.0,0,2528.1666666666665,-11.334946236559134,0
M0343,Cotonou,Pompe,Élevé,74.8,3.9,7.7,16,20286.0,0,1193.2941176470588,3.7650537634408607,2
M0344,Cotonou,Pompe,Moyen,64.0,2.34,6.43,12,19234.0,0,1479.5384615384614,-7.034946236559136,1
M0345,Cotonou,Pompe,Faible,67.5,4.71,6.56,11,27994.0,0,2332.8333333333335,-3.5349462365591364,0
M0346,Porto-Novo,Moteur,Moyen,78.8,3.99,7.04,4,22777.0,0,4555.4,7.317355371900831,1
M0347,Porto-Novo,Moteur,Faible,69.2,0.59,7.43,13,30774.0,0,2198.1428571428573,-2.2826446280991632,0
M0348,Cotonou,Compresseur,Moyen,67.0,3.75,6.93,2,25362.0,0,8454.0,-4.08118811881188,1
M0349,Cotonou,Pompe,Élevé,71.8,5.0,7.06,6,28807.0,1,4115.285714285715,0.7650537634408607,2
M0350,Cotonou,Pompe,Élevé,66.3,1.7,7.81,5,32271.0,0,5378.5,-4.734946236559139,2
M0351,Abomey-Calavi,Compresseur,Moyen,71.4,3.54,6.96,7,16299.0,0,2037.375,0.3188118811881253,1
M0352,Abomey-Calavi,Pompe,Élevé,69.2,2.93,6.9,15,28810.0,0,1800.625,-1.8349462365591336,2
M0353,Porto-Novo,Moteur,Faible,77.7,4.12,7.49,1,9968.0,0,4984.0,6.217355371900837,0
M0354,Porto-Novo,Pompe,Moyen,68.1,1.67,7.3,15,19822.0,0,1238.875,-2.934946236559142,1
M0355,Cotonou,Compresseur,Faible,64.1,4.67,6.93,11,20278.0,0,1689.8333333333333,-6.981188118811886,0
M0356,Porto-Novo,Compresseur,Moyen,67.9,3.18,6.66,17,15816.0,0,878.6666666666666,-3.1811881188118747,1
M0357,Abomey-Calavi,Pompe,Faible,54.1,5.32,7.3,13,24302.0,0,1735.857142857143,-16.934946236559135,0
M0358,Abomey-Calavi,Pompe,Élevé,69.7,4.55,7.28,8,21102.0,0,2344.6666666666665,-1.3349462365591336,2
M0359,Porto-Novo,Moteur,Faible,77.2,3.14,7.39,7,16900.0,0,2112.5,5.717355371900837,0
M0360,Cotonou,Pompe,Faible,70.6,2.09,6.66,15,35046.0,0,2190.375,-0.4349462365591421,0
M0361,Parakou,Pompe,Moyen,73.9,3.49,6.11,2,21803.0,0,7267.666666666667,2.8650537634408693,1
M0362,Cotonou,Pompe,Faible,80.8,5.26,6.28,3,22271.0,0,5567.75,9.76505376344086,0
M0363,Cotonou,Inconnu,Faible,56.6,4.81,8.25,5,20521.0,0,3420.1666666666665,-10.508333333333333,0
M0364,Cotonou,Pompe,Moyen,81.6,4.03,6.69,6,28739.0,0,4105.571428571428,10.565053763440858,1
M0365,Porto-Novo,Pompe,Faible,74.5,4.14,6.58,4,26588.0,0,5317.6,3.4650537634408636,0
M0366,Porto-Novo,Pompe,Moyen,80.6,3.43,6.69,4,21261.0,0,4252.2,9.565053763440858,1
M0367,Porto-Novo,Compresseur,Faible,67.3,2.77,6.18,9,40152.0,0,4015.2,-3.781188118811883,0
M0368,Porto-Novo,Pompe,Faible,74.4,3.21,6.98,5,32008.0,0,5334.666666666667,3.3650537634408693,0
M0369,Cotonou,Moteur,Moyen,72.6,3.13,7.35,8,25994.0,0,2888.222222222222,1.1173553719008282,1
M0370,Abomey-Calavi,Moteur,Faible,67.8,2.62,7.5,13,11439.0,0,817.0714285714286,-3.682644628099169,0
M0371,Abomey-Calavi,Compresseur,Faible,70.3,3.87,6.41,1,25701.0,0,12850.5,-0.7811881188118832,0
M0372,Cotonou,Pompe,Moyen,82.7,6.22,6.84,12,22931.0,0,1763.923076923077,11.665053763440866,1
M0373,Cotonou,Pompe,Élevé,59.3,1.22,6.77,17,20691.0,0,1149.5,-11.73494623655914,2
M0374,Porto-Novo,Moteur,Faible,68.5,4.29,7.11,4,17541.0,0,3508.2,-2.982644628099166,0
M0375,Abomey-Calavi,Pompe,Élevé,74.8,3.6,6.73,4,30428.0,1,6085.6,3.7650537634408607,2
M0376,Cotonou,Pompe,Élevé,82.0,2.09,6.98,8,31772.0,0,3530.222222222222,10.965053763440864,2
M0377,Porto-Novo,Compresseur,Moyen,62.5,4.02,6.64,15,21043.0,0,1315.1875,-8.58118811881188,1
M0378,Porto-Novo,Moteur,Moyen,60.7,27.47449785376273,6.6,6,13921.0,0,1988.7142857142858,-10.782644628099163,1
M0379,Parakou,Compresseur,Moyen,55.4,1.8,6.31,15,14703.0,0,918.9375,-15.681188118811882,1
M0380,Porto-Novo,Pompe,Moyen,73.4,3.75,7.07,8,22642.0,0,2515.777777777778,2.3650537634408693,1
M0381,Cotonou,Pompe,Moyen,69.6,2.05,7.28,10,17657.0,0,1605.1818181818182,-1.434946236559142,1
M0382,Cotonou,Compresseur,Faible,70.7,4.95,6.07,1,21925.0,0,10962.5,-0.38118811881187753,0
M0383,Parakou,Moteur,Faible,70.2,4.27,7.26,8,29246.0,0,3249.5555555555557,-1.2826446280991632,0
M0384,Cotonou,Pompe,Faible,57.2,3.74,6.45,11,28947.0,0,2412.25,-13.834946236559134,0
M0385,Abomey-Calavi,Compresseur,Faible,79.4,3.34,7.35,14,23080.0,0,1538.6666666666667,8.318811881188125,0
M0386,Parakou,Pompe,Élevé,78.3,4.73,7.14,13,14815.0,0,1058.2142857142858,7.265053763440861,2
M0387,Cotonou,Pompe,Faible,60.6,4.89,5.52,17,28987.0,0,1610.388888888889,-10.434946236559135,0
M0388,Porto-Novo,Moteur,Faible,65.4,2.34,5.9,7,27219.0,0,3402.375,-6.08264462809916,0
M0389,Cotonou,Pompe,Faible,63.4,1.63,6.94,14,17846.0,0,1189.7333333333333,-7.634946236559138,0
M0390,Abomey-Calavi,Pompe,Moyen,64.8,3.34,7.11,5,25929.0,0,4321.5,-6.234946236559139,1
M0391,Abomey-Calavi,Moteur,Faible,85.2,4.7,6.96,4,29593.0,0,5918.6,13.717355371900837,0
M0392,Cotonou,Compresseur,Moyen,78.5,3.38,6.43,3,36875.0,0,9218.75,7.41881188118812,1
M0393,Cotonou,Moteur,Faible,62.8,5.72,7.07,7,26120.0,0,3265.0,-8.682644628099169,0
M0394,Cotonou,Moteur,Faible,86.8,3.63,5.61,8,29976.0,0,3330.6666666666665,15.317355371900831,0
M0395,Porto-Novo,Pompe,Faible,74.9,3.1,7.4,7,22947.0,0,2868.375,3.8650537634408693,0
M0396,Parakou,Pompe,Faible,72.6,4.08,7.11,12,28119.0,0,2163.0,1.565053763440858,0
M0397,Porto-Novo,Moteur,Faible,65.0,1.98,6.62,10,25697.0,0,2336.090909090909,-6.482644628099166,0
M0398,Abomey-Calavi,Pompe,Moyen,65.5,2.48,7.31,13,98387.38048145334,0,7027.670034389524,-5.534946236559136,1
M0399,Porto-Novo,Pompe,Faible,70.1,3.12,6.15,8,16702.0,0,1855.7777777777778,-0.9349462365591421,0
M0400,Parakou,Moteur,Élevé,70.6,2.85,7.14,5,25329.0,0,4221.5,-0.8826446280991718,2
M0401,Parakou,Pompe,Élevé,63.2,5.73,7.23,15,10655.0,0,665.9375,-7.834946236559134,2
M0402,Cotonou,Pompe,Moyen,65.8,4.87,6.8,1,16425.0,0,8212.5,-5.234946236559139,1
M0403,Cotonou,Moteur,Moyen,70.6,4.0,7.21,11,19105.0,0,1592.0833333333333,-0.8826446280991718,1
M0404,Cotonou,Pompe,Moyen,72.9,3.18,6.98,9,18084.0,0,1808.4,1.8650537634408693,1
M0405,Porto-Novo,Compresseur,Élevé,65.4,5.01,7.91,3,23585.0,0,5896.25,-5.681188118811875,2
M0406,Cotonou,Pompe,Faible,70.6,5.19,6.98,13,26614.0,0,1901.0,-0.4349462365591421,0
M0407,Cotonou,Pompe,Faible,69.7,3.29,6.82,12,30827.0,0,2371.3076923076924,-1.3349462365591336,0
M0408,Parakou,Pompe,Moyen,66.8,1.9,7.14,6,26323.0,0,3760.4285714285716,-4.234946236559139,1
M0409,Cotonou,Moteur,Élevé,70.0,4.12,7.41,2,26352.0,0,8784.0,-1.482644628099166,2
M0410,Porto-Novo,Moteur,Moyen,76.0,3.34,7.83,13,26286.0,0,1877.5714285714287,4.517355371900834,1
M0411,Porto-Novo,Moteur,Moyen,76.9,3.05,6.9,11,31805.0,0,2650.4166666666665,5.41735537190084,1
M0412,Porto-Novo,Compresseur,Moyen,79.3,3.58,6.55,16,22529.0,0,1325.235294117647,8.218811881188117,1
M0413,Cotonou,Compresseur,Moyen,42.0,4.83,7.0,9,40559.0,0,4055.9,-29.08118811881188,1
M0414,Abomey-Calavi,Pompe,Faible,68.4,3.32,6.66,4,31368.0,0,6273.6,-2.6349462365591307,0
M0415,Abomey-Calavi,Moteur,Moyen,82.9,3.45,6.98,7,23847.0,0,2980.875,11.41735537190084,1
M0416,Cotonou,Pompe,Faible,70.5,2.92,6.61,15,10558.0,0,659.875,-0.5349462365591364,0
M0417,Porto-Novo,Compresseur,Moyen,67.5,2.63,5.94,16,22057.0,0,1297.4705882352941,-3.5811881188118804,1
M0418,Porto-Novo,Compresseur,Faible,77.7,2.32,7.58,8,22662.0,0,2518.0,6.6188118811881225,0
M0419,Parakou,Pompe,Moyen,81.3,3.49,6.32,12,26616.0,0,2047.3846153846155,10.26505376344086,1
M0420,Porto-Novo,Pompe,Élevé,68.3,3.68,7.3,6,26648.0,0,3806.8571428571427,-2.7349462365591393,2
